"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","VersionLastChanged","CHNG_TYPE","DefinitionDescription","STATUS","CONSUMER_NAME","CLASSTYPE","FORMULA","EXMPL_ANSWERS","SURVEY_QUEST_TEXT","SURVEY_QUEST_SRC","UNITSREQUIRED","RELATEDNAMES2","SHORTNAME","ORDER_OBS","HL7_FIELD_SUBFIELD_ID","EXTERNAL_COPYRIGHT_NOTICE","EXAMPLE_UNITS","LONG_COMMON_NAME","EXAMPLE_UCUM_UNITS","STATUS_REASON","STATUS_TEXT","CHANGE_REASON_PUBLIC","COMMON_TEST_RANK","COMMON_ORDER_RANK","HL7_ATTACHMENT_STRUCTURE","EXTERNAL_COPYRIGHT_LINK","PanelType","AskAtOrderEntry","AssociatedObservations","VersionFirstReleased","ValidHL7AttachmentRequest","DisplayName"
"90271-8","Bacteria","Prid","Pt","Pericard fld","Nom","Aerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Aerobe; Aerobe Cult; Aerobed; Bact; C&S; Cardio; Cardiology; Cult; Cultures; Heart Disease; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; PCAR; Pericardial Fluid; Point in time; Random","Bacteria Pcar Aerobe Cult","Both","","","","Bacteria identified in Pericardial fluid by Aerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.65","","Bacteria identified Aer cx Nom (Pericard fld)"
"90273-4","Bacteria","Prid","Pt","Ctp","Nom","Anaerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Anaero; Anaerobe; Anaerobe Cult; Bact; C&S; Cath Tip; Catheter tip; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random","Bacteria Cath Tip Anaerobe Cult","Both","","","","Bacteria identified in Catheter tip by Anaerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.65","","Bacteria identified Anaer cx Nom (Catheter tip)"
"90274-2","Bacteria","Prid","Pt","Ctp","Nom","Aerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Aerobe; Aerobe Cult; Aerobed; Bact; C&S; Cath Tip; Catheter tip; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random","Bacteria Cath Tip Aerobe Cult","Both","","","","Bacteria identified in Catheter tip by Aerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.65","","Bacteria identified Aer cx Nom (Catheter tip)"
"90276-7","Bacteria","Prid","Pt","Semen","Nom","Anaerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Anaero; Anaerobe; Anaerobe Cult; Bact; C&S; Cult; Cultures; Ejaculate; Genitourinary; GU; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random; Sem; Seminal fluid; Smn; SMPLS; URO; Urology","Bacteria Smn Anaerobe Cult","Both","","","","Bacteria identified in Semen by Anaerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.65","","Bacteria identified Anaer cx Nom (Sem)"
"90277-5","Bacteria","Prid","Pt","Dial fld prt","Nom","Anaerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Anaero; Anaerobe; Anaerobe Cult; Bact; C&S; Cult; Cultures; Diaf; DiafP; Dialysate; Dialysis fluid; ID; Identity or presence; Infectious Disease; InfectiousDisease; Kidney; Microbiology; Nephrology; Nominal; Peritoneal Dialysis fluid; Point in time; Random; Renal","Bacteria DiafP Anaerobe Cult","Both","","","","Bacteria identified in Peritoneal dialysis fluid by Anaerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.65","","Bacteria identified Anaer cx Nom (Perit dial fld)"
"90278-3","Bacteria","Prid","Pt","Synv fld","Nom","Aerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Aerobe; Aerobe Cult; Aerobed; Bact; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Joint aspirate; Joint fld; Joint flu; Joint fluid; Microbiology; Nominal; Point in time; Random; Rheum; Rheumatology; SF; SNV; Syn; Syn fl; Synov; Synovial fluid","Bacteria Snv Aerobe Cult","Both","","","","Bacteria identified in Synovial fluid by Aerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.65","","Bacteria identified Aer cx Nom (Syn fld)"
"90279-1","Bacteria","Prid","Pt","Semen","Nom","Aerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Aerobe; Aerobe Cult; Aerobed; Bact; C&S; Cult; Cultures; Ejaculate; Genitourinary; GU; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random; Sem; Seminal fluid; Smn; SMPLS; URO; Urology","Bacteria Smn Aerobe Cult","Both","","","","Bacteria identified in Semen by Aerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.65","","Bacteria identified Aer cx Nom (Sem)"
"90280-9","Bacteria","Prid","Pt","Dial fld prt","Nom","Aerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Aerobe; Aerobe Cult; Aerobed; Bact; C&S; Cult; Cultures; Diaf; DiafP; Dialysate; Dialysis fluid; ID; Identity or presence; Infectious Disease; InfectiousDisease; Kidney; Microbiology; Nephrology; Nominal; Peritoneal Dialysis fluid; Point in time; Random; Renal","Bacteria DiafP Aerobe Cult","Both","","","","Bacteria identified in Peritoneal dialysis fluid by Aerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.65","","Bacteria identified Aer cx Nom (Perit dial fld)"
"90281-7","Bacteria","Prid","Pt","Periton fld","Nom","Aerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Aerobe; Aerobe Cult; Aerobed; Ascites; Ascitic fluid; Ascitis; Bact; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Peritoneal fluid; Point in time; Prt; Random","Bacteria Prt Aerobe Cult","Both","","","","Bacteria identified in Peritoneal fluid by Aerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.65","","Bacteria identified Aer cx Nom (Periton fld)"
"90324-5","Mycoplasma hyopneumoniae DNA","PrThr","Pt","XXX","Ord","Probe.amp.tar","MICRO","2.69","MIN","Specimens for this test include fresh tissues from the lung, tonsil, cerebrospinal, abdominal organs, fibrin and heart, fluids such as cerebrospinal, joint, oral, serosal, pericardial and bronchial lavage or swabs from the tonsil, bronchial, serosal surface, joint, lung, pericardial or fibrin.","ACTIVE","","1","","","","","","3 Self-Sustaining Sequence Replication; 3SR SR; Amplif; Amplification; Amplified; Deoxyribonucleic acid; DNA NUCLEIC ACID PROBE; DNA probe; ID; Infectious Disease; InfectiousDisease; LAT; LCR; Ligase chain reaction; Ligation-activated transcription; M hyopneumo; M hyopneumo DNA; M hyopneumoniae; Microbiology; Misc; Miscellaneous; Myco; Mycoplas; Mycoplasm; Mycoplasmosis; Mycoplsm; NAA+probe; NAAT; NASBA; Nucleic acid sequence based analysis; Ordinal; Other; PCR; Point in time; Polymerase chain reaction; Porcine respiratory mycoplasmosis; PR; Probe amp; Probe with ampification; Probe with target amplification; QBR; QL; Qual; Qualitative; Random; Screen; SDA; Spec; Strand Displacement Amplification; TMA; To be specified in another part of the message; Transcription mediated amplification; Unspecified; Vet; Veterinary","M hyopneumo DNA Spec Ql NAA+probe","Both","","","","Mycoplasma hyopneumoniae DNA [Presence] in Specimen by NAA with probe detection","","","","","0","0","","","","","","2.65","","M. hyopneumoniae DNA NAA+probe Ql (Specimen)"
"90444-1","Diethylpropion","MCnc","Pt","Ser/Plas/Bld","Qn","Confirm","DRUG/TOX","2.65","ADD","","ACTIVE","","1","","","","","","Addiction; Amphepramone; Blood; Cfm; CNFR; CNFRM; Conf; Confirmation; Confirmatory; Diethylprop; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; GCMS; Illicit; LC/MS/MS; Level; Mass concentration; Pl; PlasBld; Plasma; Plsm; Point in time; PotentialForAbuse; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; SerPlBld; Serum; Serum or plasma; Serum, plasma or whole blood; SR; Tenuate; WB; Whole blood","Diethylpropion SerPlBld Cfm-mCnc","Both","","","ng/mL","Diethylpropion [Mass/volume] in Serum, Plasma or Blood by Confirmatory method","ng/mL","","","","0","0","","","","","","2.65","","Diethylpropion Confirm (S/P/Bld) [Mass/Vol]"
"91062-0","Bacteria","Prid","Pt","Platelets^BPU","Nom","Anaerobic culture","MICRO","2.78","NAM","One of the most common causes of transfusion-related deaths is bacterial infection due to contaminated blood products. Platelets are affected more than other blood products because the temperature at which platelets are stored (20 to 24 degrees Celsius) allows bacterial growth, whereas storage temperatures of other products, such as packed red blood cells (RBC) that are stored at 1 to 6 degrees Celsius, do not. [PMID: 28066700] According to the CDC, approximately 1 in 1,000-3,000 units of platelets is affected. To address this, the AABB standard 5.1.1.1 ""Standards for blood Banks and Transfusion Services, 22nd edition"" requires accredited institutions to implement procedures for detecting and limiting platelet bacterial contamination. [https://www.cdc.gov/bloodsafety/bbp/bacterial-contamination-of-platelets.html]","ACTIVE","","1","","","","","","Anaero; Anaerobe; Anaerobe Cult; Bact; Blood product unit; Blood Product Unit (Pack); C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Platelet; Plt; Plts; Point in time; Random; Thrb; Thrombocyte; Thrombocytes","Bacteria Plts BPU Anaerobe Cult","Both","","","","Bacteria identified in Platelets from Blood product unit by Anaerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.65","","Bacteria identified Anaer cx Nom (Plts BPU)"
"91063-8","Bacteria","Prid","Pt","Platelets^BPU","Nom","Aerobic culture","MICRO","2.78","NAM","One of the most common causes of transfusion-related deaths is bacterial infection due to contaminated blood products. Platelets are affected more than other blood products because the temperature at which platelets are stored (20 to 24 degrees Celsius) allows bacterial growth, whereas storage temperatures of other products, such as packed red blood cells (RBC) that are stored at 1 to 6 degrees Celsius, do not. [PMID: 28066700] According to the CDC, approximately 1 in 1,000-3,000 units of platelets is affected. To address this, the AABB standard 5.1.1.1 ""Standards for blood Banks and Transfusion Services, 22nd edition"" requires accredited institutions to implement procedures for detecting and limiting platelet bacterial contamination. [https://www.cdc.gov/bloodsafety/bbp/bacterial-contamination-of-platelets.html]","ACTIVE","","1","","","","","","Aerobe; Aerobe Cult; Aerobed; Bact; Blood product unit; Blood Product Unit (Pack); C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Platelet; Plt; Plts; Point in time; Random; Thrb; Thrombocyte; Thrombocytes","Bacteria Plts BPU Aerobe Cult","Both","","","","Bacteria identified in Platelets from Blood product unit by Aerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.65","","Bacteria identified Aer cx Nom (Plts BPU)"
"91818-5","Bacteria","Prid","Pt","Respiratory system specimen.upper","Nom","Anaerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Anaero; Anaerobe; Anaerobe Cult; Bact; Breathing; C&S; Cult; Cultures; Identity or presence; Lungs; Microbiology; Nominal; Point in time; Random; RS; Spec; Up; Upper resp","Bacteria Upper resp Anaerobe Cult","Both","","","","Bacteria identified in Upper respiratory specimen by Anaerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid""; Release 2.77: SYSTEM: Updated to standardize the representation of ""Respiratory system specimen"" in the System subhierarchy across LOINC;","0","0","","","","","","2.66","","Bacteria identified Anaer cx Nom (Upper resp)"
"91819-3","Bacteria","Prid","Pt","Respiratory system specimen.upper","Nom","Aerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Aerobe; Aerobe Cult; Aerobed; Bact; Breathing; C&S; Cult; Cultures; Identity or presence; Lungs; Microbiology; Nominal; Point in time; Random; RS; Spec; Up; Upper resp","Bacteria Upper resp Aerobe Cult","Both","","","","Bacteria identified in Upper respiratory specimen by Aerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid""; Release 2.77: SYSTEM: Updated to standardize the representation of ""Respiratory system specimen"" in the System subhierarchy across LOINC;","0","0","","","","","","2.66","","Bacteria identified Aer cx Nom (Upper resp)"
"91865-6","Bacteria","Prid","Pt","Genital","Nom","Anaerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Anaero; Anaerobe; Anaerobe Cult; Bact; C&S; Cult; Cultures; Gen; Genital tract; Identity or presence; Microbiology; Nominal; Point in time; Random; Urogenit; Urogenital","Bacteria Genital Anaerobe Cult","Both","","","","Bacteria identified in Genital specimen by Anaerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.66","","Bacteria identified Anaer cx Nom (Genital specimen)"
"91866-4","Bacteria","Prid","Pt","Mouth","Nom","Aerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Aerobe; Aerobe Cult; Aerobed; Bact; C&S; Cult; Cultures; Identity or presence; Microbiology; Nominal; Oral; Point in time; Random","Bacteria Mouth Aerobe Cult","Both","","","","Bacteria identified in Mouth by Aerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.66","","Bacteria identified Aer cx Nom (Mouth)"
"92253-4","Microorganism","Prid","Pt","Isolate/Specimen","Nom","Molgen","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Identity or presence; Islt; Islt/Spm; Isol; Microbiology; Microorganisms; Molecular genetics; Nominal; Org; Organism; Organisms; PCR; Point in time; Random; Spec","Microorganism Islt/Spm","Both","","","","Microorganism identified in Isolate or Specimen by Molecular genetics method","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.66","","Microorganism identified Molgen Nom (Islt/Spec)"
"93429-9","Blastomyces sp Ag","MCnc","Pt","Urine","Qn","IA","MICRO","2.67","ADD","This term was created for, but is not limited in use to, the MiraVista Blastomyces Quantitative Antigen EIA kit, which does not differentiate between species of Blastomyces.","ACTIVE","","1","","","","","","Antigen; Antigens; Blasto; Blastomycosis; EIA; ELFA; ELISA; Enzyme immunoassay; IAA; Level; Mass concentration; MEIA; Microbiology; Point in time; QNT; Quan; Quant; Quantitative; Random; species; spp; SUDS; UA; UR; Urn","Blastomyces Ag Ur IA-mCnc","Both","","","ng/mL","Blastomyces sp Ag [Mass/volume] in Urine by Immunoassay","ng/mL","","","","0","0","","","","","","2.67","","Blastomyces sp Ag IA (U) [Mass/Vol]"
"93432-3","Blastomyces sp Ag","MCnc","Pt","BAL","Qn","IA","MICRO","2.67","ADD","This term was created for, but is not limited in use to, the MiraVista Blastomyces Quantitative Antigen EIA kit, which does not differentiate between species of Blastomyces.","ACTIVE","","1","","","","","","Antigen; Antigens; Blasto; Blastomycosis; Bronchial alveolar lavage; Bronchoalveolar lavage; EIA; ELFA; ELISA; Enzyme immunoassay; IAA; Level; Mass concentration; MEIA; Microbiology; Point in time; QNT; Quan; Quant; Quantitative; Random; species; spp; SUDS","Blastomyces Ag BAL IA-mCnc","Both","","","ng/mL","Blastomyces sp Ag [Mass/volume] in Bronchoalveolar lavage by Immunoassay","ng/mL","","","","0","0","","","","","","2.67","","Blastomyces sp Ag IA (BAL) [Mass/Vol]"
"9482-1","Potassium","MCnc","Pt","Water","Qn","","CHEM","2.70","MIN","PPM=G/ML*10^6","ACTIVE","","1","","","","","Y","Chemistry; k; K+; Level; Mass concentration; Point in time; Potass; QNT; Quan; Quant; Quantitative; Random; Wat","Potassium Wat-mCnc","Both","","","ppm","Potassium [Mass/volume] in Water","[ppm]","","","","0","0","","","","","","1.0i","","Potassium (Water) [Mass/Vol]"
